Year,Time series,Value
2015,Basel Convention,100
2020,Basel Convention,100
2015,Montreal Protocol,100
2020,Montreal Protocol,100
2015,Rotterdam Convention,100
2020,Rotterdam Convention,100
2015,Stockholm Convention,100
2020,Stockholm Convention,100
2020,Minamata Convention,100
