Year,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2010,.,,,
2011,r,,,0.002883
2012,r,,,0.004103
2013,r,,,0.003598
2014,r,,,0.002804
2015,r,,,0.003538
2016,r,,,0.002629
2017,r,,,0.004127
2018,r,,,0.006265
2019,r,,,0.003636
2020,r,,,0.003655
2021,,,,0.003238
2022,p,,,0.00429
2023,p,,,0.003911
