Year,Zeitreihe,Value
2015,Übereinstimmung mit dem Basler Übereinkommen,100
2015,Übereinstimmung mit dem Montrealer Protokoll,100
2015,Übereinstimmung mit dem Rotterdamer Übereinkommen,100
2015,Übereinstimmung mit dem Stockholmer Übereinkommen,100
