Year,Zeitreihe,Value
2010,Nachhaltigkeitsstrategie,1
2011,Nachhaltigkeitsstrategie,1
2012,Nachhaltigkeitsstrategie,1
2013,Nachhaltigkeitsstrategie,1
2014,Nachhaltigkeitsstrategie,1
2015,Nachhaltigkeitsstrategie,1
2016,Nachhaltigkeitsstrategie,1
2017,Nachhaltigkeitsstrategie,1
2018,Nachhaltigkeitsstrategie,1
