Year,Zeitreihe,Value
2010,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2011,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2012,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2013,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2014,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2015,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2016,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2017,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
2018,Grenzüberschreitende Flussgebiete mit einer internationalen Wasserkooperation,100
