Year,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2010,s,,,0.1
2011,s,,,0.1
2012,s,,,0.1
2013,s,,,0.1
2014,s,,,0.1
2015,s,,,0.1
2016,s,,,0.1
2017,s,,,0.2
2018,s,,,0.1
2019,s,,,0.2
2020,s,,,0.3
2021,s,,,0.6
2022,s,,,0.7
